01_prenom,02_genre,03_langage,04_fréquence
roselle,female,french,0
roselyn,female,english,0
rosemarie,female,"german, scandinavian",0
rosemary,female,english,0
rosemonde,female,french,0.13
rosetta,female,italian,0
rosette,female,french,8.09
roshan,both,arabic,0
roshanara,female,arabic,0
rosheen,female,irish,0
roshni,female,,0
rosie,female,english,0.03
rosina,female,italian,0
rosine,female,french,0.61
rosita,female,spanish,6.15
roslyn,female,english,0
ross,male,"scottish, english",0.57
rossella,female,italian,0
rostislav,male,"russian, czech",0
roswell,male,english,0
roswitha,female,german,0
rosy,female,english,1.43
rowan,both,english,0.06
rowanne,female,english,0
rowena,female,english,0
rowina,female,english,0
rowland,male,english,0.22
rowley,male,english,0.06
roxana,female,"english, spanish, romanian",0
roxane,female,"french, english",1.53
roxanna,female,english,0
roxanne,female,"english, french",0
roxie,female,english,0
roxy,female,english,0.25
roy,male,"scottish, english",2.52
royal,male,english,19.66
royale,male,english,13.79
royce,male,english,0.70
roydon,male,english,0
royle,male,english,0
royston,male,english,0
roz,female,english,0
roza,female,"russian, slovene",0
róza,female,"polish, hungarian",0
rozabela,female,esperanto,0
rozália,female,hungarian,0
rozalija,female,"lithuanian, slovene",0
rozanne,female,english,0
roze,female,lithuanian,0.03
rózsa,female,hungarian,0
rózsi,female,hungarian,0
ru,male,chinese,0.41
ruadhán,male,irish,0
ruaidhrí,male,irish,0
ruaidrí,male,irish,0
ruairi,male,scottish,0
ruairí,male,irish,0
ruairidh,male,scottish,0
ruaraidh,male,scottish,0
ruaridh,male,scottish,0
rube,male,english,0
ruben,male,"scandinavian, dutch",0.41
rubén,male,spanish,0
rubena,female,esperanto,0
rubina,female,,0
ruby,both,english,0.03
rubye,female,english,0
ruchel,female,jewish,0
rudi,male,"german, hungarian",0.99
rüdiger,male,german,0
rudo,male,african,0
rudolf,male,"german, dutch, scandinavian, polish, czech, hungarian",5.42
rudolph,male,english,0.41
rudy,male,english,0.10
rudyard,male,english,0.22
rue,female,english,257.57
rufina,female,"russian, ancient roman",0
rufino,male,"italian, spanish, portuguese",0.06
rufus,male,"ancient roman, english, biblical",17.30
ruggero,male,italian,1.27
ruggiero,male,italian,0.13
rui,male,portuguese,0.03
rukmini,female,indian,0
runa,female,scandinavian,0.03
rune,male,scandinavian,0
rupert,male,"german, dutch, english",0.06
ruperta,female,spanish,0
rupinder,female,indian,0
ruqayya,female,arabic,0
rurik,male,russian,0.06
ruslan,male,russian,0
russ,male,english,0.10
russel,male,english,0.61
russell,male,english,2.13
rustam,male,iranian,0
rusty,male,english,0
rut,female,"swedish, german, italian, spanish, polish",1.56
ruta,female,lithuanian,0
rutger,male,dutch,0
ruth,female,"english, german, scandinavian, biblical",1.98
ruthie,female,english,0
ruuben,male,finnish,0
ruud,male,dutch,0
ruxandra,female,romanian,0
ruy,male,spanish,0.80
ryan,both,"irish, english",0.19
ryana,female,english,0
ryanne,female,english,0
rylan,male,english,0
rylee,female,english,0
ryley,male,english,0
ryo,male,japanese,0
ryota,male,japanese,0
ryszard,male,polish,0
sa'd,male,arabic,0
sa'dia,female,arabic,0
sa'id,male,arabic,0
sa'ida,female,arabic,0
saara,female,finnish,0
sabah,female,arabic,0
sabas,male,,0
sabeen,female,arabic,0
sabella,female,english,0
sabia,female,irish,0
sabina,female,"english, italian, spanish, portuguese, romanian, polish, czech",0.03
sabine,female,"french, german",4.84
sabino,male,italian,0.03
sabrina,female,"english, italian",0
saburo,male,japanese,0
sacha,both,french,1.53
sachairi,male,scottish,0
sacheverell,male,english,0
sachie,male,english,0
sachiko,female,japanese,0
sachin,male,indian,0
sadaf,female,arabic,0
sadb,female,irish,0
saddam,male,arabic,0
sadhbh,female,irish,0
sadie,female,english,0
saffie,female,english,0
saffron,female,english,0
safira,female,esperanto,0
sage,both,english,21.69
sahar,female,arabic,0
saibh,female,irish,0
saiful,male,arabic,0
saifullah,male,arabic,0
sakari,male,finnish,0
sakhr,male,arabic,0
saki,female,japanese,0
saku,male,finnish,0
sakura,female,japanese,0
sal,both,english,0.03
salacia,female,roman mythology,0
salah,male,arabic,1.66
salal,both,english,0
salamon,male,hungarian,0.03
saleem,male,indian,0
saleh,male,arabic,0
salena,female,,0
salha,female,arabic,0
salih,male,arabic,0
salim,male,arabic,0
salima,female,arabic,0.06
salina,female,,0
salli,female,finnish,0
sallie,female,english,0
sally,female,english,0.76
salma,female,arabic,0.03
salman,male,,0
salomão,male,portuguese,0
salome,female,"english, german, biblical",0
salomé,female,french,1.37
salomea,female,polish,0
salomon,male,finnish,2.99
salud,female,spanish,0.16
salut,female,catalan,46.77
salvador,male,spanish,2.48
salvalus,male,,0
salvatore,male,italian,0.03
sam,both,english,6.37
samanta,female,italian,0
samantha,female,english,0
samara,female,english,0
sameer,male,arabic,0
sameera,female,arabic,0
sami,male,"hungarian, finnish",0.03
samina,female,arabic,0
samir,male,arabic,0.03
samira,female,arabic,0
sammi,female,english (modern),0
sammie,both,english,0
sammy,both,english,1.31
samnang,both,khmer,0
samoyla,male,russian,0
sampson,male,english,0
samson,male,"biblical, english",0.83
samu,male,hungarian,0.22
samuel,male,"english, french, biblical",9.30
sámuel,male,hungarian,0
samuela,female,italian,0
samuele,male,italian,0
samuil,male,russian,0
samuli,male,finnish,0
san,both,chinese,14.34
sana,female,arabic,1.18
sana',female,arabic,0
sanaz,female,iranian,0
sancha,female,spanish,0
sanchia,female,spanish,0
sancho,male,spanish,0.29
sanda,female,romanian,0.06
sandalio,male,spanish,0
sandeep,male,indian,0
sandford,male,english,0.03
sandhya,female,indian,0
sandie,female,english,0
sándor,male,hungarian,0
sandra,female,"italian, english",4.01
sandrine,female,french,0.41
sandro,male,italian,0.29
sandu,male,romanian,0
sandy,both,english,0.22
sanford,male,english,0
sango,female,japanese,0
sani,male,arabic,0
saniyya,female,arabic,0
sanjay,male,indian,0
sanjeet,male,indian,0
sanjeev,male,indian,0
sanjit,male,indian,0
sanjiv,male,indian,0
sankar,male,indian,0
sanna,female,scandinavian,0
sanne,female,dutch,0
sans,male,,1715.23
sansone,male,italian,0.03
santa,female,italian,2.39
santeri,male,finnish,0
santiago,male,spanish,1.66
santino,male,italian,0
santo,male,italian,0.67
santos,male,spanish,0.41
santuzza,female,italian,0.03
sanya,female,arabic,0
saoirse,female,irish,0
sapphira,female,"biblical, english",0
sapphire,female,english,0
sappho,female,ancient greek,0.03
sara,female,"arabic, greek, spanish, italian, portuguese, scandinavian",0.16
sára,female,hungarian,0
sarah,female,"english, french, german, biblical",9.02
sarahjeanne,female,english (modern),0
sarai,female,biblical,0
saraid,female,irish,0
saranna,female,english,0
saraswati,female,"indian, hindu mythology",0
sarava,male,,0
sari,female,finnish,0.13
sári,female,hungarian,0
sariah,female,english,0
sárika,female,hungarian,0
sarina,female,english,0
sarita,female,spanish,0
sarosh,male,,0
sarra,female,english,0
sascha,both,german,0
sasha,both,russian,0
sashi,male,indian,0
saskia,female,dutch,0.25
sassa,female,swedish,0
satchel,both,english,0
satish,male,indian,0
satu,female,finnish,0
saturn,male,roman mythology,0
saturnina,female,"ancient roman, spanish",0
saturnino,male,"spanish, italian, portuguese",0
saturninus,male,ancient roman,0
sauda,female,african,0
saul,male,"biblical, jewish",0.10
saule,female,lithuanian,1.62
saundra,female,scottish,0
sava,male,russian,0
savalus,male,,0
savanna,female,english,0
savannah,female,english,0.22
savas,male,turkish,0
saveli,male,russian,0
saverio,male,italian,0.16
savino,male,italian,0
savio,male,italian,0
savitri,female,indian,0
sawney,male,scottish,0
sawyer,male,english,0.06
sawyl,male,welsh,0
saxon,male,english,2.04
sayuri,female,japanese,0
sayyid,male,arabic,0
scarlet,female,english,0.03
scarlett,female,english,0.13
scevola,male,italian,0.06
scheherazade,female,arabic,0.10
schwanhild,female,,0
scilla,female,,0
scot,male,"english, scottish",0.35
scott,male,"english, scottish",2.58
scottie,male,"english, scottish",0
scotty,male,"english, scottish",0
scout,female,english,1.82
seachnall,male,irish,0
séafra,male,irish,0
seaghdh,male,scottish,0
séaghdha,male,irish,0
séamas,male,irish,0
seamour,male,english,0
séamus,male,irish,0
seán,male,irish,0
seanán,male,irish,0
séarlait,female,irish,0
séarlas,male,irish,0
sebastiaan,male,dutch,0
sebastian,male,"english, german",0.19
sebastián,male,spanish,0
sebastiana,female,italian,0
sebastiano,male,italian,0.13
sébastien,male,french,5.29
sébastienne,female,french,0.03
sebestyen,male,hungarian,0
sebestyén,male,hungarian,0
sechnall,male,irish,0
secundinus,male,ancient roman,0
secundus,male,ancient roman,0
seeta,female,indian,0
seetha,female,indian,0
sefton,male,english,0
sefu,male,african,0
sekar,male,indian,0
sekel,male,jewish,0
sela,female,biblical,0.03
selby,both,english,0.03
selena,female,greek mythology (latinized),0
selene,female,"greek mythology, greek, english",0
selig,male,jewish,0
selim,male,turkish,0.35
selima,female,english,0
selina,female,russian,0
selma,female,english,0.48
selvaggia,female,italian,0
selwyn,male,english,0
semele,female,greek mythology,0
semyon,male,russian,0
senan,male,irish,0
sence,female,,0
sender,male,jewish,0
seneca,male,"ancient roman, english",0
senga,female,scottish,0
sens,female,,331.35
seoc,male,scottish,0
seoirse,male,irish,0
seona,female,scottish,0
seonag,female,scottish,0
seònaid,female,scottish,0
seòras,male,scottish,0
seòsaidh,male,scottish,0
seosamh,male,irish,0
sepp,male,german,0
seppel,male,german,0
seppo,male,finnish,0
september,both,english,0
septima,female,"ancient roman, spanish",0
septimus,male,ancient roman,0.03
sequoia,female,english,0.13
sera,female,english,250.72
serafima,female,russian,0
serafina,female,italian,0
serafino,male,italian,0
seraphina,female,"english, german",0
seraphine,female,french,0
seren,female,welsh,0
serena,female,"english, italian",0
serenity,female,english,0
serge,male,french,10.29
sergei,male,russian,0
sergio,male,"italian, spanish, portuguese",1.24
sergius,male,ancient roman,0.13
serhat,male,turkish,0
serina,female,english,0
serrena,female,english,0
servius,male,ancient roman,0.10
sesto,male,italian,0
set,male,egyptian mythology,1.75
seth (1),male,"biblical, english",0
seth (2),male,egyptian mythology (hellenized),0
sethunya,female,african,0
seumas,male,scottish,0
sevan,both,armenian,0
sevastian,male,russian,0
sevastyan,male,russian,0
seve,male,spanish,0
severiano,male,"italian, spanish",0
severin,male,german,0
séverin,male,french,8.54
severina,female,"italian, portuguese, croatian, german, ancient roman",0.22
sévérine,female,french,0
severino,male,"italian, spanish, portuguese",0.10
severo,male,"italian, spanish",0
seward,male,english,0.10
sextus,male,ancient roman,0.03
seymour,male,english,0.03
shachar,both,jewish,0
shad,male,,0
shadi (1),male,arabic,0
shadi (2),female,iranian,0
shadrach,male,biblical,0
shadya,female,arabic,0
shae,both,english,0
shaelyn,female,english,0
shafiq,male,arabic,0
shafiqa,female,arabic,0
shahar,both,jewish,0
shahira,female,arabic,0
shahjahan,male,arabic,0
shahnaz,female,"iranian, arabic",0
shahpur,male,,0
shahrazad,female,arabic,0
shahriar,male,iranian,0
shahrizad,female,arabic,0
shahrokh,male,iranian,0
shahzad,male,arabic,0
shai,male,jewish,0
shaina,female,jewish,0
shaindel,female,jewish,0
shakir,male,arabic,0
shakira,female,arabic,0
shakti,female,indian,0
shakuntala,female,indian,0
shalom,male,jewish,0.25
shama,female,arabic,0
shamgar,male,biblical,0
shamira,female,jewish,0
shamus,male,irish,0
shan,female,english,0.13
shana,female,english,0
shandar,male,indian,0
shane,male,"irish, english",0.03
shanelle,female,english (modern),0
shanene,female,english (modern),0
shania,female,english (modern),0
shanice,female,english (modern),0
shanika,female,english (modern),0
shankar,male,indian,0.03
shankara,male,indian,0
shanna,female,english,0
shannah,female,english,0
shannon,both,english,0.80
shanta,female,indian,0
shantae,female,english,0
shantel,female,english,0
shantelle,female,english,0
shanti,female,indian,0
shaquille,male,arabic,0
sharalyn,female,english (modern),0
shareef,male,indian,0
shari,female,english,0
sharif,male,arabic,0.03
sharifa,female,arabic,0
sharise,female,english (modern),0
sharla,female,english,0
sharleen,female,english,0
sharlene,female,english,0
sharma,male,indian,0
sharmaine,female,english,0
sharmila,female,indian,0
sharon,both,"english, biblical",0
sharona,female,english,0
sharron,female,english,0
sharyl,female,english (modern),0
sharyn,female,english (modern),0
shashi,male,indian,0.03
shaun,male,english,0
shauna,female,english,0
shavonne,female,"irish, english",0
shaw,male,english,1.53
shawn,both,english,0
shawna,female,english,0
shawnda,female,english,0
shawnee,female,english,0
shay (1),male,"irish, english",0
shay (2),both,jewish,0
shayla,female,english (modern),0
shayna,female,jewish,0
shaynah,female,jewish,0
shea,both,irish,0
sheamus,male,irish,0
sheard,male,english,0
sheba,male,biblical,0
sheela,female,indian,0
sheelagh,female,english (modern),0
sheena,female,"scottish, english",0
sheenagh,female,english (modern),0
sheherazade,female,arabic,0
shehrevar,male,,0
sheila,female,"irish, english",0.06
sheine,female,jewish,0
shekhar,male,indian,0
shelagh,female,english,0
shelby,both,english,0
sheldon,male,english,0.19
shelena,female,,0
shelia,female,,0
shell,both,english,1.18
shelley,female,english,0.22
shelly,female,english,0.03
shem,male,biblical,0
shena,female,,0
sheona,female,,0
sher,male,arabic,0
sherah,female,biblical,0
sheree,female,english,0
shereen,female,iranian,0
sheri,female,english,0
sheridan,male,english,0.22
sherie,female,english,0
sherill,female,english,0
sherilyn,female,english,0
sherisse,female,english,0
sherley,female,english,0
sherlock,male,english,0.19
sherman,male,english,0.45
sherri,female,english,0
sherrie,female,english,0
sherry,female,english,0.22
sheryl,female,english,0
shevaun,female,"irish, english",0
shevon,female,"irish, english",0
shichiro,male,japanese,0
shifra,female,jewish,0
shiloh,male,english,0
shimmel,male,jewish,0
shimon,male,jewish,0
shimshon,male,jewish,0
shin,male,korean,0.06
shinju,female,japanese,0
shiphrah,female,"biblical, jewish",0
shir,female,jewish,0.03
shira,female,jewish,0.03
shireen,female,iranian,0
shirin,female,iranian,0
shirlee,female,english,0
shirley,both,english,0.10
shiro,male,japanese,0
shirral,female,?,0
shiva,male,"indian, hindu mythology",0.03
shlomo,male,jewish,0
shmuel,male,jewish,0
sho,male,japanese,0.03
shobha,female,indian,0
sholto,male,scottish,0
shona,female,scottish,0
shonda,female,english (modern),0
shoshana,female,jewish,0
shoshannah,female,jewish,0
shprintza,female,jewish,0
shprintze,female,jewish,0
shprintzel,female,jewish,0
shripati,male,indian,0
shug,male,scottish,0
shui,both,chinese,0.06
shukri,male,arabic,0
shukriyya,female,arabic,0
shulamit,female,jewish,0
shulamith,female,jewish,0
shulammite,female,jewish,0
shun,female,chinese,0
shura,both,russian,0
shyam,male,indian,0
shyama,female,indian,0
shyla,female,english (modern),0
sian,female,welsh,0
siana,female,welsh,0
siani,female,welsh,0
siarl,male,welsh,0
siavush,male,iranian,0
sib,male,indian,0
sibéal,female,irish,0
sibilla,female,english,0
sibyl,female,english,0
sibylla,female,"greek, german, swedish",0.51
sibylle,female,"german, french",0.70
sid,male,english,0.10
siddharta,male,indian,0.06
siddhartha,male,indian,0
sidney,both,english,0.22
sidonie,female,french,0.38
sidonius,male,ancient roman,0
sidony,female,english,0
sieffre,male,welsh,0
siegbert,male,german,0
siegfried,male,german,3.54
sieghard,male,german,0
sieghild,female,,0
sieglinde,female,german,0
siegmund,male,german,0.03
siemen,male,"dutch, frisian",0
siena,female,,0.06
sienna,female,,0
sierra,female,english,1.85
sif,female,norse mythology,0
sigeberht,male,anglo-saxon,0
sigfrid,male,swedish,0
sigi,both,german,0
sigismund,male,german,0.03
sigiswald,male,german,0
sigmund,male,"german, english",0.38
signe,female,scandinavian,101.34
signy,female,scandinavian,0
sigrid,female,scandinavian,8.98
